shop_name,shop_price,shop_product_url,shop_image_url,shop_sku,shop_categories,shop_tags,shop_stock_qty,shop_stock_text,shop_description,shop_page
Infernape,165.0,https://scrapeme.live/shop/Infernape/,https://scrapeme.live/wp-content/uploads/2018/08/392-350x350.png,3225,"Flame, Pokemon","Blaze, Flame, infernape",82,82 in stock,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style. Description It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,24
Prinplup,177.0,https://scrapeme.live/shop/Prinplup/,https://scrapeme.live/wp-content/uploads/2018/08/394-350x350.png,5785,"Penguin, Pokemon","Penguin, prinplup, Torrent",52,52 in stock,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees. Description It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,24
Empoleon,42.0,https://scrapeme.live/shop/Empoleon/,https://scrapeme.live/wp-content/uploads/2018/08/395-350x350.png,2449,"Emperor, Pokemon","Emperor, empoleon, Torrent",232,232 in stock,The three horns that extend from its beak attest to its power. The leader has the biggest horns. Description The three horns that extend from its beak attest to its power. The leader has the biggest horns.,25
Starly,59.0,https://scrapeme.live/shop/Starly/,https://scrapeme.live/wp-content/uploads/2018/08/396-350x350.png,3055,"Pokemon, Starling","Keen Eye, Starling, starly",110,110 in stock,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying. Description They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",25
Staravia,158.0,https://scrapeme.live/shop/Staravia/,https://scrapeme.live/wp-content/uploads/2018/08/397-350x350.png,1799,"Pokemon, Starling","Intimidate, staravia, Starling",263,263 in stock,It lives in forests and fields. Squabbles over territory occur when flocks collide. Description It lives in forests and fields. Squabbles over territory occur when flocks collide.,25
Staraptor,42.0,https://scrapeme.live/shop/Staraptor/,https://scrapeme.live/wp-content/uploads/2018/08/398-350x350.png,9866,"Pokemon, Predator","Intimidate, Predator, staraptor",131,131 in stock,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings. Description When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",25
Bidoof,128.0,https://scrapeme.live/shop/Bidoof/,https://scrapeme.live/wp-content/uploads/2018/08/399-350x350.png,1171,"Plump Mouse, Pokemon","bidoof, Plump Mouse, Simple",264,264 in stock,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water. Description It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,25
Bibarel,114.0,https://scrapeme.live/shop/Bibarel/,https://scrapeme.live/wp-content/uploads/2018/08/400-350x350.png,6844,"Beaver, Pokemon","Beaver, bibarel, Simple",156,156 in stock,It makes its nest by damming streams with bark and mud. It is known as an industrious worker. Description It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,25
Kricketot,94.0,https://scrapeme.live/shop/Kricketot/,https://scrapeme.live/wp-content/uploads/2018/08/401-350x350.png,9812,"Cricket, Pokemon","Cricket, kricketot, Shed Skin",137,137 in stock,"When its antennae hit each other, it sounds like the music of a xylophone. Description When its antennae hit each other, it sounds like the music of a xylophone.",25
Kricketune,53.0,https://scrapeme.live/shop/Kricketune/,https://scrapeme.live/wp-content/uploads/2018/08/402-350x350.png,8726,"Cricket, Pokemon","Cricket, kricketune, Swarm",186,186 in stock,It signals its emotions with its melodies. Scientists are studying these melodic patterns. Description It signals its emotions with its melodies. Scientists are studying these melodic patterns.,25
Shinx,149.0,https://scrapeme.live/shop/Shinx/,https://scrapeme.live/wp-content/uploads/2018/08/403-350x350.png,1507,"Flash, Pokemon","Flash, Intimidate, shinx",295,295 in stock,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded. Description All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,25
Luxio,168.0,https://scrapeme.live/shop/Luxio/,https://scrapeme.live/wp-content/uploads/2018/08/404-350x350.png,9734,"Pokemon, Spark","Intimidate, luxio, Spark",222,222 in stock,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes. Description Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,25
Luxray,43.0,https://scrapeme.live/shop/Luxray/,https://scrapeme.live/wp-content/uploads/2018/08/405-350x350.png,4317,"Gleam Eyes, Pokemon","Gleam Eyes, Intimidate, luxray",227,227 in stock,Luxray’s ability to see through objects comes in handy when it’s scouting for danger. Description Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,25
Budew,171.0,https://scrapeme.live/shop/Budew/,https://scrapeme.live/wp-content/uploads/2018/08/406-350x350.png,3438,"Bud, Pokemon","Bud, budew, Poison Point",62,62 in stock,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen. Description Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",25
Roserade,155.0,https://scrapeme.live/shop/Roserade/,https://scrapeme.live/wp-content/uploads/2018/08/407-350x350.png,7696,"Bouquet, Pokemon","Bouquet, Poison Point, roserade",116,116 in stock,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns. Description With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",25
Cranidos,47.0,https://scrapeme.live/shop/Cranidos/,https://scrapeme.live/wp-content/uploads/2018/08/408-350x350.png,8627,"Head Butt, Pokemon","cranidos, Head Butt, Mold Breaker",98,98 in stock,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts. Description A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",25
Rampardos,196.0,https://scrapeme.live/shop/Rampardos/,https://scrapeme.live/wp-content/uploads/2018/08/409-350x350.png,3536,"Head Butt, Pokemon","Head Butt, Mold Breaker, rampardos",91,91 in stock,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey. Description Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,25
Shieldon,42.0,https://scrapeme.live/shop/Shieldon/,https://scrapeme.live/wp-content/uploads/2018/08/410-350x350.png,9942,"Pokemon, Shield","Shield, shieldon, Sturdy",284,284 in stock,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face. Description It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,25
Bastiodon,191.0,https://scrapeme.live/shop/Bastiodon/,https://scrapeme.live/wp-content/uploads/2018/08/411-350x350.png,6537,"Pokemon, Shield","bastiodon, Shield, Sturdy",14,14 in stock,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries. Description Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,26
Burmy,91.0,https://scrapeme.live/shop/Burmy/,https://scrapeme.live/wp-content/uploads/2018/08/412-350x350.png,6129,"Bagworm, Pokemon","Bagworm, burmy, Shed Skin",266,266 in stock,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby. Description If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",26
Mothim,177.0,https://scrapeme.live/shop/Mothim/,https://scrapeme.live/wp-content/uploads/2018/08/414-350x350.png,2443,"Moth, Pokemon","Moth, mothim, Swarm",151,151 in stock,It flutters around at night and steals honey from the Combee hive. Description It flutters around at night and steals honey from the Combee hive.,26
Combee,111.0,https://scrapeme.live/shop/Combee/,https://scrapeme.live/wp-content/uploads/2018/08/415-350x350.png,7856,"Pokemon, Tiny Bee","combee, Honey Gather, Tiny Bee",254,254 in stock,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep. Description It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",26
Vespiquen,104.0,https://scrapeme.live/shop/Vespiquen/,https://scrapeme.live/wp-content/uploads/2018/08/416-350x350.png,1078,"Beehive, Pokemon","Beehive, Pressure, vespiquen",123,123 in stock,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee. Description Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,26
Pachirisu,151.0,https://scrapeme.live/shop/Pachirisu/,https://scrapeme.live/wp-content/uploads/2018/08/417-350x350.png,2264,"EleSquirrel, Pokemon","EleSquirrel, pachirisu, Run Away",86,86 in stock,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity. Description A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,26
Buizel,55.0,https://scrapeme.live/shop/Buizel/,https://scrapeme.live/wp-content/uploads/2018/08/418-350x350.png,9044,"Pokemon, Sea Weasel","buizel, Sea Weasel, Swift Swim",62,62 in stock,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on. Description It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,26
Floatzel,40.0,https://scrapeme.live/shop/Floatzel/,https://scrapeme.live/wp-content/uploads/2018/08/419-350x350.png,4591,"Pokemon, Sea Weasel","floatzel, Sea Weasel, Swift Swim",116,116 in stock,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft. Description Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,26
Cherubi,101.0,https://scrapeme.live/shop/Cherubi/,https://scrapeme.live/wp-content/uploads/2018/08/420-350x350.png,5681,"Cherry, Pokemon","Cherry, cherubi, Chlorophyll",127,127 in stock,It evolves by sucking the energy out of the small ball where it had been storing nutrients. Description It evolves by sucking the energy out of the small ball where it had been storing nutrients.,26
Cherrim,161.0,https://scrapeme.live/shop/Cherrim/,https://scrapeme.live/wp-content/uploads/2018/08/421-350x350.png,2914,"Blossom, Pokemon","Blossom, cherrim, Flower Gift",143,143 in stock,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body. Description If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",26
Shellos,163.0,https://scrapeme.live/shop/Shellos/,https://scrapeme.live/wp-content/uploads/2018/08/422-350x350.png,4538,"Pokemon, Sea Slug","Sea Slug, shellos, Sticky Hold",149,149 in stock,"Its shape and coloration vary, depending on its habitat. Description Its shape and coloration vary, depending on its habitat.",26
Gastrodon,148.0,https://scrapeme.live/shop/Gastrodon/,https://scrapeme.live/wp-content/uploads/2018/08/423-350x350.png,8490,"Pokemon, Sea Slug","gastrodon, Sea Slug, Sticky Hold",119,119 in stock,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools. Description It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,26
Ambipom,36.0,https://scrapeme.live/shop/Ambipom/,https://scrapeme.live/wp-content/uploads/2018/08/424-350x350.png,9199,"Long Tail, Pokemon","ambipom, Long Tail, Pickup",247,247 in stock,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now. Description To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",26
Drifloon,70.0,https://scrapeme.live/shop/Drifloon/,https://scrapeme.live/wp-content/uploads/2018/08/425-350x350.png,6748,"Balloon, Pokemon","Aftermath, Balloon, drifloon",84,84 in stock,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish. Description These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,26
Drifblim,36.0,https://scrapeme.live/shop/Drifblim/,https://scrapeme.live/wp-content/uploads/2018/08/426-350x350.png,9301,"Blimp, Pokemon","Aftermath, Blimp, drifblim",233,233 in stock,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go. Description It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",26
Buneary,180.0,https://scrapeme.live/shop/Buneary/,https://scrapeme.live/wp-content/uploads/2018/08/427-350x350.png,6054,"Pokemon, Rabbit","buneary, Rabbit, Run Away",204,204 in stock,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur. Description When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",26
Lopunny,123.0,https://scrapeme.live/shop/Lopunny/,https://scrapeme.live/wp-content/uploads/2018/08/428-350x350.png,1079,"Pokemon, Rabbit","Cute Charm, lopunny, Rabbit",85,85 in stock,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs. Description The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",27
Mismagius,38.0,https://scrapeme.live/shop/Mismagius/,https://scrapeme.live/wp-content/uploads/2018/08/429-350x350.png,7198,"Magical, Pokemon","Levitate, Magical, mismagius",215,215 in stock,Its cries sound like incantations to torment the foe. It appears where you least expect it. Description Its cries sound like incantations to torment the foe. It appears where you least expect it.,27
Honchkrow,47.0,https://scrapeme.live/shop/Honchkrow/,https://scrapeme.live/wp-content/uploads/2018/08/430-350x350.png,7873,"Big Boss, Pokemon","Big Boss, honchkrow, Insomnia",56,56 in stock,"Becoming active at night, it is known to swarm with numerous Murkrow in tow. Description Becoming active at night, it is known to swarm with numerous Murkrow in tow.",27
Glameow,39.0,https://scrapeme.live/shop/Glameow/,https://scrapeme.live/wp-content/uploads/2018/08/431-350x350.png,5014,"Catty, Pokemon","Catty, glameow, Limber",96,96 in stock,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon. Description When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",27
Purugly,128.0,https://scrapeme.live/shop/Purugly/,https://scrapeme.live/wp-content/uploads/2018/08/432-350x350.png,6724,"Pokemon, Tiger Cat","Own Tempo, purugly, Tiger Cat",158,158 in stock,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails. Description To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",27
Stunky,106.0,https://scrapeme.live/shop/Stunky/,https://scrapeme.live/wp-content/uploads/2018/08/434-350x350.png,7336,"Pokemon, Skunk","Skunk, Stench, stunky",12,12 in stock,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours. Description It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,27
Skuntank,112.0,https://scrapeme.live/shop/Skuntank/,https://scrapeme.live/wp-content/uploads/2018/08/435-350x350.png,6511,"Pokemon, Skunk","Skunk, skuntank, Stench",56,56 in stock,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester. Description It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,27
Bronzong,110.0,https://scrapeme.live/shop/Bronzong/,https://scrapeme.live/wp-content/uploads/2018/08/437-350x350.png,3873,"Bronze Bell, Pokemon","Bronze Bell, bronzong, Levitate",191,191 in stock,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow. Description Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,27
Bonsly,106.0,https://scrapeme.live/shop/Bonsly/,https://scrapeme.live/wp-content/uploads/2018/08/438-350x350.png,2897,"Bonsai, Pokemon","Bonsai, bonsly, Rock Head",273,273 in stock,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level. Description It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,27
Mime-jr,170.0,https://scrapeme.live/shop/Mime-jr/,https://scrapeme.live/wp-content/uploads/2018/08/439-350x350.png,3409,"Mime, Pokemon","Mime, mime-jr, Soundproof",188,188 in stock,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon. Description It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",27
Happiny,67.0,https://scrapeme.live/shop/Happiny/,https://scrapeme.live/wp-content/uploads/2018/08/440-350x350.png,4766,"Playhouse, Pokemon","happiny, Natural Cure, Playhouse",270,270 in stock,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks. Description It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",27
Chatot,78.0,https://scrapeme.live/shop/Chatot/,https://scrapeme.live/wp-content/uploads/2018/08/441-350x350.png,1336,"Music Note, Pokemon","chatot, Keen Eye, Music Note",261,261 in stock,"It can learn and speak human words. If they gather, they all learn the same saying. Description It can learn and speak human words. If they gather, they all learn the same saying.",27
Spiritomb,165.0,https://scrapeme.live/shop/Spiritomb/,https://scrapeme.live/wp-content/uploads/2018/08/442-350x350.png,7680,"Forbidden, Pokemon","Forbidden, Pressure, spiritomb",51,51 in stock,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago. Description It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,27
Gible,194.0,https://scrapeme.live/shop/Gible/,https://scrapeme.live/wp-content/uploads/2018/08/443-350x350.png,6182,"Land Shark, Pokemon","gible, Land Shark, Sand Veil",178,178 in stock,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close. Description It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",27
Gabite,154.0,https://scrapeme.live/shop/Gabite/,https://scrapeme.live/wp-content/uploads/2018/08/444-350x350.png,4593,"Cave, Pokemon","Cave, gabite, Sand Veil",128,128 in stock,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest. Description As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",27
Garchomp,62.0,https://scrapeme.live/shop/Garchomp/,https://scrapeme.live/wp-content/uploads/2018/08/445-350x350.png,8222,"Mach, Pokemon","garchomp, Mach, Sand Veil",65,65 in stock,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape. Description It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,27
Munchlax,190.0,https://scrapeme.live/shop/Munchlax/,https://scrapeme.live/wp-content/uploads/2018/08/446-350x350.png,3240,"Big Eater, Pokemon","Big Eater, munchlax, Pickup",239,239 in stock,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing. Description It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,28
Riolu,70.0,https://scrapeme.live/shop/Riolu/,https://scrapeme.live/wp-content/uploads/2018/08/447-350x350.png,6986,"Emanation, Pokemon","Emanation, Inner Focus, riolu",86,86 in stock,The aura that emanates from its body intensifies to alert others if it is afraid or sad. Description The aura that emanates from its body intensifies to alert others if it is afraid or sad.,28
Lucario,102.0,https://scrapeme.live/shop/Lucario/,https://scrapeme.live/wp-content/uploads/2018/08/448-350x350.png,1059,"Aura, Pokemon","Aura, Inner Focus, lucario",24,24 in stock,"By reading the auras of all things, it can tell how others are feeling from over half a mile away. Description By reading the auras of all things, it can tell how others are feeling from over half a mile away.",28
Hippopotas,189.0,https://scrapeme.live/shop/Hippopotas/,https://scrapeme.live/wp-content/uploads/2018/08/449-350x350.png,2949,"Hippo, Pokemon","Hippo, hippopotas, Sand Stream",231,231 in stock,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet. Description It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,28
Hippowdon,140.0,https://scrapeme.live/shop/Hippowdon/,https://scrapeme.live/wp-content/uploads/2018/08/450-350x350.png,4356,"Heavyweight, Pokemon","Heavyweight, hippowdon, Sand Stream",273,273 in stock,It blasts internally stored sand from ports on its body to create a towering twister for attack. Description It blasts internally stored sand from ports on its body to create a towering twister for attack.,28
Skorupi,51.0,https://scrapeme.live/shop/Skorupi/,https://scrapeme.live/wp-content/uploads/2018/08/451-350x350.png,8128,"Pokemon, Scorpion","Scorpion, skorupi, Sniper",42,42 in stock,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison. Description It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,28
Drapion,72.0,https://scrapeme.live/shop/Drapion/,https://scrapeme.live/wp-content/uploads/2018/08/452-350x350.png,6958,"Ogre Scorpion, Pokemon","drapion, Ogre Scorpion, Sniper",273,273 in stock,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison. Description It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,28
Croagunk,145.0,https://scrapeme.live/shop/Croagunk/,https://scrapeme.live/wp-content/uploads/2018/08/453-350x350.png,7116,"Pokemon, Toxic Mouth","croagunk, Dry Skin, Toxic Mouth",207,207 in stock,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab. Description Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",28
Toxicroak,145.0,https://scrapeme.live/shop/Toxicroak/,https://scrapeme.live/wp-content/uploads/2018/08/454-350x350.png,4991,"Pokemon, Toxic Mouth","Dry Skin, Toxic Mouth, toxicroak",108,108 in stock,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal. Description Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,28
Carnivine,60.0,https://scrapeme.live/shop/Carnivine/,https://scrapeme.live/wp-content/uploads/2018/08/455-350x350.png,3611,"Bug Catcher, Pokemon","Bug Catcher, carnivine, Levitate",245,245 in stock,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down. Description It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,28
Finneon,172.0,https://scrapeme.live/shop/Finneon/,https://scrapeme.live/wp-content/uploads/2018/08/456-350x350.png,1938,"Pokemon, Wing Fish","finneon, Swift Swim, Wing Fish",66,66 in stock,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives. Description After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",28
Lumineon,72.0,https://scrapeme.live/shop/Lumineon/,https://scrapeme.live/wp-content/uploads/2018/08/457-350x350.png,6600,"Neon, Pokemon","lumineon, Neon, Swift Swim",76,76 in stock,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest. Description To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",28
Mantyke,121.0,https://scrapeme.live/shop/Mantyke/,https://scrapeme.live/wp-content/uploads/2018/08/458-350x350.png,5241,"Kite, Pokemon","Kite, mantyke, Water Absorb",117,117 in stock,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back. Description When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",28
Snover,104.0,https://scrapeme.live/shop/Snover/,https://scrapeme.live/wp-content/uploads/2018/08/459-350x350.png,3404,"Frost Tree, Pokemon","Frost Tree, snover, Snow Warning",143,143 in stock,"In the spring, it grows berries with the texture of frozen treats around its belly. Description In the spring, it grows berries with the texture of frozen treats around its belly.",28
Abomasnow,46.0,https://scrapeme.live/shop/Abomasnow/,https://scrapeme.live/wp-content/uploads/2018/08/460-350x350.png,1468,"Frost Tree, Pokemon","abomasnow, Frost Tree, Snow Warning",61,61 in stock,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards. Description It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,28
Magnezone,190.0,https://scrapeme.live/shop/Magnezone/,https://scrapeme.live/wp-content/uploads/2018/08/462-350x350.png,1538,"Magnet Area, Pokemon","Magnet Area, magnezone, Sturdy",108,108 in stock,It evolved from exposure to a special magnetic field. Three units generate magnetism. Description It evolved from exposure to a special magnetic field. Three units generate magnetism.,28
Lickilicky,101.0,https://scrapeme.live/shop/Lickilicky/,https://scrapeme.live/wp-content/uploads/2018/08/463-350x350.png,5442,"Licking, Pokemon","lickilicky, Licking, Oblivious",125,125 in stock,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate. Description Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,29
Rhyperior,79.0,https://scrapeme.live/shop/Rhyperior/,https://scrapeme.live/wp-content/uploads/2018/08/464-350x350.png,1070,"Drill, Pokemon","Drill, Lightning Rod, rhyperior",161,161 in stock,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times. Description It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,29
Tangrowth,108.0,https://scrapeme.live/shop/Tangrowth/,https://scrapeme.live/wp-content/uploads/2018/08/465-350x350.png,8824,"Pokemon, Vine","Chlorophyll, tangrowth, Vine",136,136 in stock,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes. Description Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",29
Electivire,61.0,https://scrapeme.live/shop/Electivire/,https://scrapeme.live/wp-content/uploads/2018/08/466-350x350.png,5656,"Pokemon, Thunderbolt","electivire, Motor Drive, Thunderbolt",155,155 in stock,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power. Description It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",29
Magmortar,200.0,https://scrapeme.live/shop/Magmortar/,https://scrapeme.live/wp-content/uploads/2018/08/467-350x350.png,4979,"Blast, Pokemon","Blast, Flame Body, magmortar",149,149 in stock,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles. Description It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",29
Togekiss,158.0,https://scrapeme.live/shop/Togekiss/,https://scrapeme.live/wp-content/uploads/2018/08/468-350x350.png,7955,"Jubilee, Pokemon","Jubilee, Serene Grace, togekiss",208,208 in stock,It shares many blessings with people who respect one another’s rights and avoid needless strife. Description It shares many blessings with people who respect one another’s rights and avoid needless strife.,29
Yanmega,121.0,https://scrapeme.live/shop/Yanmega/,https://scrapeme.live/wp-content/uploads/2018/08/469-350x350.png,6798,"Ogre Darner, Pokemon","Ogre Darner, Tinted Lens, yanmega",35,35 in stock,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced. Description This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,29
Leafeon,93.0,https://scrapeme.live/shop/Leafeon/,https://scrapeme.live/wp-content/uploads/2018/08/470-350x350.png,2585,"Pokemon, Verdant","Leaf Guard, leafeon, Verdant",295,295 in stock,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air. Description Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",29
Glaceon,142.0,https://scrapeme.live/shop/Glaceon/,https://scrapeme.live/wp-content/uploads/2018/08/471-350x350.png,1234,"Fresh Snow, Pokemon","Fresh Snow, glaceon, Snow Cloak",27,27 in stock,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire. Description It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,29
Gliscor,28.0,https://scrapeme.live/shop/Gliscor/,https://scrapeme.live/wp-content/uploads/2018/08/472-350x350.png,4537,"Fang Scorpion, Pokemon","Fang Scorpion, gliscor, Sand Veil",60,60 in stock,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest. Description Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,29
Mamoswine,104.0,https://scrapeme.live/shop/Mamoswine/,https://scrapeme.live/wp-content/uploads/2018/08/473-350x350.png,6994,"Pokemon, Twin Tusk","mamoswine, Oblivious, Twin Tusk",284,284 in stock,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age. Description Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,29
Gallade,149.0,https://scrapeme.live/shop/Gallade/,https://scrapeme.live/wp-content/uploads/2018/08/475-350x350.png,8023,"Blade, Pokemon","Blade, gallade, Steadfast",271,271 in stock,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows. Description A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",29
Probopass,181.0,https://scrapeme.live/shop/Probopass/,https://scrapeme.live/wp-content/uploads/2018/08/476-350x350.png,9871,"Compass, Pokemon","Compass, probopass, Sturdy",141,141 in stock,It freely controls three small units called Mini-Noses using magnetic force. Description It freely controls three small units called Mini-Noses using magnetic force.,29
Dusknoir,158.0,https://scrapeme.live/shop/Dusknoir/,https://scrapeme.live/wp-content/uploads/2018/08/477-350x350.png,1866,"Gripper, Pokemon","dusknoir, Gripper, Pressure",171,171 in stock,The antenna on its head captures radio waves from the world of spirits that command it to take people there. Description The antenna on its head captures radio waves from the world of spirits that command it to take people there.,29
Froslass,86.0,https://scrapeme.live/shop/Froslass/,https://scrapeme.live/wp-content/uploads/2018/08/478-350x350.png,1920,"Pokemon, Snow Land","froslass, Snow Cloak, Snow Land",67,67 in stock,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass. Description Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,29
